medicine_id,medicine_name,category,price,stock_quantity,expiry_date,batch_number,manufacturer,storage_condition
MED-4826,Panline,Dermatology,42.37,319,31-10-2028,BN-82883,Clark PLC Pharma,Room Temp
MED-4827,Panline,Analgesic,113.98,40,11-03-2027,BN-83820,"Baker, Pope and Avila Pharma",Refrigerated
MED-4828,Exerpril,Antibiotic,6.66,373,31-07-2028,BN-94527,Patterson-Jennings Pharma,Cool/Dry
MED-4829,Lipoline,Dermatology,79.84,134,28-12-2026,BN-29422,Rodriguez-Jackson Pharma,Cool/Dry
MED-4830,Lipozen,Cardiology,27.34,360,19-12-2026,BN-37956,"Garcia, Cox and Franklin Pharma",Cool/Dry
MED-4831,Glycodex,Dermatology,16.28,49,18-11-2028,BN-46210,Garrison PLC Pharma,Refrigerated
MED-4832,Glycovin,Antibiotic,22.9,235,24-11-2026,BN-95068,"Garcia, Wagner and Cross Pharma",Room Temp
MED-4833,Exertin,Cardiology,71.66,321,11-02-2029,BN-86692,Mckenzie Group Pharma,Room Temp
MED-4834,Dolodex,Analgesic,123.57,282,19-02-2028,BN-19209,Jones-Wood Pharma,Refrigerated
MED-4835,Zyrline,Analgesic,83.22,109,12-05-2027,BN-32377,Whitaker and Sons Pharma,Room Temp
MED-4836,Ibufen,Dermatology,72.9,306,19-09-2026,BN-80271,"Morris, Dunn and Clark Pharma",Room Temp
MED-4837,Metmab,Antibiotic,138.04,74,05-06-2028,BN-49455,Gill-Morgan Pharma,Refrigerated
MED-4838,Glycodex,Antibiotic,86.85,205,10-12-2027,BN-46029,Fleming-Hardin Pharma,Cool/Dry
MED-4839,Althovin,Dermatology,118.35,437,27-10-2026,BN-22828,Lee-Henderson Pharma,Refrigerated
MED-4840,Zyrmab,Dermatology,40.18,151,11-10-2026,BN-29961,Richards-Brock Pharma,Cool/Dry
MED-4841,Exerfen,Analgesic,50.83,133,06-09-2028,BN-79071,Smith-Fowler Pharma,Room Temp
MED-4842,Panfen,Antibiotic,56.35,307,28-10-2028,BN-24937,Pope Inc Pharma,Refrigerated
MED-4843,Glycomab,Dermatology,76.17,453,06-01-2029,BN-57231,"Gonzalez, Armstrong and Koch Pharma",Cool/Dry
MED-4844,Ibutin,Analgesic,83.05,244,21-09-2026,BN-62816,Duffy-Orozco Pharma,Room Temp
MED-4845,Dololine,Analgesic,57.03,494,24-06-2028,BN-88175,Rogers Inc Pharma,Room Temp
MED-4846,Althodex,Antiviral,34.96,55,19-09-2027,BN-76840,Vazquez PLC Pharma,Cool/Dry
MED-4847,Pandex,Antibiotic,57.56,485,26-12-2028,BN-87167,Curtis LLC Pharma,Refrigerated
MED-4848,Ibutin,Antibiotic,127.38,362,12-11-2027,BN-73231,Williams-Sullivan Pharma,Refrigerated
MED-4849,Metmab,Cardiology,71.27,404,26-05-2027,BN-75443,Williams-Price Pharma,Cool/Dry
MED-4850,Ibuzole,Cardiology,103.31,402,01-09-2027,BN-76594,"Thomas, Sanders and Mullen Pharma",Cool/Dry
MED-4851,Dolofen,Cardiology,90.52,102,12-10-2027,BN-97531,Riddle and Sons Pharma,Room Temp
MED-4852,Dolozole,Analgesic,42.24,411,13-07-2027,BN-52855,"Logan, Fisher and Wilson Pharma",Refrigerated
MED-4853,Dolotin,Dermatology,113.28,135,07-11-2026,BN-38153,Berger and Sons Pharma,Cool/Dry
MED-4854,Cetiline,Cardiology,98.08,279,06-10-2026,BN-20670,Torres Ltd Pharma,Room Temp
MED-4855,Lipovin,Dermatology,82.47,455,26-07-2027,BN-25330,"Garrison, Soto and Tran Pharma",Room Temp
MED-4856,Glycovin,Dermatology,148.43,265,20-04-2028,BN-71004,Obrien-Suarez Pharma,Cool/Dry
MED-4857,Dolomab,Analgesic,142.43,491,03-04-2027,BN-20557,"Bell, Kim and Gutierrez Pharma",Room Temp
MED-4858,Pantin,Cardiology,70.26,493,03-12-2028,BN-90133,Mack-Taylor Pharma,Cool/Dry
MED-4859,Lipomab,Antiviral,15.37,255,05-08-2027,BN-34952,"Holt, Crane and Yu Pharma",Room Temp
MED-4860,Zyrzole,Antiviral,136.43,486,14-10-2028,BN-11497,"Morales, Thomas and Cordova Pharma",Refrigerated
MED-4861,Althonol,Cardiology,51.65,196,18-01-2028,BN-54534,Jackson-Erickson Pharma,Cool/Dry
MED-4862,Lipopril,Antibiotic,118.18,95,15-10-2027,BN-65448,"Ellison, Hansen and Nguyen Pharma",Room Temp
MED-4863,Exerfen,Antiviral,145.23,378,24-10-2027,BN-80839,"Davis, Coleman and Humphrey Pharma",Refrigerated
MED-4864,Exerpril,Dermatology,28.83,479,24-09-2026,BN-74539,"Miller, Martin and Mitchell Pharma",Room Temp
MED-4865,Pannol,Dermatology,51.5,13,11-03-2028,BN-61119,Snyder-Perry Pharma,Cool/Dry
MED-4866,Panfen,Cardiology,43.42,399,28-05-2027,BN-10312,"Warner, Riley and Reid Pharma",Cool/Dry
MED-4867,Cetinol,Dermatology,69.22,449,26-10-2026,BN-81063,"Kaiser, Molina and Phelps Pharma",Room Temp
MED-4868,Zyrzen,Dermatology,123.14,484,15-05-2027,BN-28775,"Rogers, Barton and Guerra Pharma",Cool/Dry
MED-4869,Zyrdex,Dermatology,141.2,198,28-10-2027,BN-55260,"Webb, Torres and Moore Pharma",Cool/Dry
MED-4870,Cetidex,Antiviral,91.06,284,19-10-2026,BN-93010,Hernandez-Mcneil Pharma,Refrigerated
MED-4871,Althodex,Antiviral,13.9,297,05-08-2027,BN-16579,"Mora, Fuller and Villanueva Pharma",Room Temp
MED-4872,Metpril,Cardiology,37.34,128,08-01-2028,BN-65185,Miller-Sims Pharma,Refrigerated
MED-4873,Exerzole,Antiviral,49.73,444,18-01-2029,BN-52478,Chung-Gross Pharma,Cool/Dry
MED-4874,Mettin,Analgesic,106.79,315,15-10-2028,BN-43681,Morris-Bennett Pharma,Refrigerated
MED-4875,Lipoline,Cardiology,27.13,461,01-06-2027,BN-63735,Tapia-Atkins Pharma,Room Temp
MED-4876,Althovin,Antiviral,106.72,409,02-11-2027,BN-37063,Macias LLC Pharma,Cool/Dry
MED-4877,Exervin,Cardiology,136.28,329,15-05-2027,BN-37552,"Steele, Herman and Lawrence Pharma",Refrigerated
MED-4878,Althomab,Antiviral,9.06,128,13-04-2027,BN-68038,Berg Inc Pharma,Room Temp
MED-4879,Althotin,Cardiology,119.98,24,13-08-2027,BN-71110,"White, Keller and Walker Pharma",Cool/Dry
MED-4880,Panmab,Antibiotic,108.47,378,23-04-2027,BN-20219,Andrews-Chase Pharma,Room Temp
MED-4881,Althofen,Antibiotic,110.01,126,05-12-2027,BN-27347,Montgomery-Lee Pharma,Refrigerated
MED-4882,Lipodex,Antibiotic,84.14,33,13-10-2026,BN-57906,Johnston LLC Pharma,Room Temp
MED-4883,Ibuline,Analgesic,103.14,390,24-10-2027,BN-94900,Leblanc Ltd Pharma,Refrigerated
MED-4884,Lipotin,Antiviral,142.08,47,01-06-2027,BN-86447,Perkins and Sons Pharma,Refrigerated
MED-4885,Zyrpril,Dermatology,143.58,77,11-04-2028,BN-78688,"Garner, Webb and Woods Pharma",Cool/Dry
MED-4886,Lipotin,Cardiology,127.49,394,25-10-2028,BN-40238,"Salinas, Perkins and Sanders Pharma",Refrigerated
MED-4887,Panmab,Antibiotic,50.19,96,22-10-2028,BN-31970,White Inc Pharma,Refrigerated
MED-4888,Cetitin,Antiviral,66.34,73,08-11-2026,BN-15495,Wheeler-Walker Pharma,Refrigerated
MED-4889,Zyrpril,Cardiology,104.99,8,24-08-2027,BN-71039,Munoz Ltd Pharma,Cool/Dry
MED-4890,Metnol,Antibiotic,47.81,51,15-11-2028,BN-46549,Griffin PLC Pharma,Refrigerated
MED-4891,Exerdex,Analgesic,118.03,121,19-10-2026,BN-92917,Carter Ltd Pharma,Cool/Dry
MED-4892,Glycozen,Antibiotic,81.57,143,16-01-2028,BN-19755,Jacobs-Austin Pharma,Room Temp
MED-4893,Glycotin,Dermatology,143.54,237,05-01-2029,BN-18927,"Oconnell, Sweeney and Rivera Pharma",Cool/Dry
MED-4894,Metmab,Analgesic,61.16,434,13-02-2029,BN-57293,Torres-Moreno Pharma,Refrigerated
MED-4895,Dolozole,Antiviral,55.53,9,15-05-2027,BN-76926,Fisher Ltd Pharma,Cool/Dry
MED-4896,Ibutin,Dermatology,110.7,382,01-11-2027,BN-88220,Sanchez-Booth Pharma,Cool/Dry
MED-4897,Dolotin,Dermatology,22.19,8,16-06-2028,BN-74381,"Miller, White and Lindsey Pharma",Room Temp
MED-4898,Metdex,Cardiology,44.27,299,19-02-2028,BN-57823,Hall-Hawkins Pharma,Room Temp
MED-4899,Altholine,Cardiology,122.87,179,11-02-2027,BN-38450,"Evans, West and Cook Pharma",Cool/Dry
MED-4900,Glyconol,Analgesic,15.27,202,31-01-2029,BN-25744,"Walters, Ford and Lucas Pharma",Room Temp
MED-4901,Cetipril,Dermatology,76.96,374,06-05-2027,BN-27739,Tran PLC Pharma,Refrigerated
MED-4902,Exermab,Cardiology,128.47,359,24-10-2027,BN-29189,Rodriguez Group Pharma,Refrigerated
MED-4903,Lipotin,Antiviral,92.27,469,31-10-2027,BN-11447,Wilson LLC Pharma,Cool/Dry
MED-4904,Dolofen,Antibiotic,122.46,74,06-09-2028,BN-41101,"Mccoy, Smith and Powers Pharma",Cool/Dry
MED-4905,Exervin,Cardiology,72.82,469,12-02-2028,BN-48444,Russo-Nunez Pharma,Refrigerated
MED-4906,Lipoline,Cardiology,51.25,262,29-05-2027,BN-66809,Myers-Montgomery Pharma,Refrigerated
MED-4907,Altholine,Cardiology,112.54,48,13-02-2028,BN-99940,"Maldonado, Horton and Miller Pharma",Cool/Dry
MED-4908,Dolofen,Dermatology,34.19,171,19-07-2027,BN-28214,Coleman Inc Pharma,Room Temp
MED-4909,Cetifen,Cardiology,103.12,435,23-12-2027,BN-17766,"Le, Martinez and Cochran Pharma",Cool/Dry
MED-4910,Lipozen,Antibiotic,89.69,21,16-02-2028,BN-69997,Davis and Sons Pharma,Refrigerated
MED-4911,Dolodex,Antiviral,74.75,163,20-11-2027,BN-62624,"Gonzalez, Forbes and Guzman Pharma",Refrigerated
MED-4912,Dolomab,Dermatology,12.96,256,10-09-2027,BN-20103,Arias Inc Pharma,Cool/Dry
MED-4913,Dololine,Antiviral,102.24,134,30-01-2028,BN-42090,Marshall Inc Pharma,Cool/Dry
MED-4914,Exerdex,Cardiology,30.65,355,26-03-2027,BN-12633,Davis-Wright Pharma,Refrigerated
MED-4915,Zyrnol,Dermatology,57.16,90,05-06-2027,BN-30526,Hernandez LLC Pharma,Room Temp
MED-4916,Mettin,Analgesic,85.11,450,11-01-2027,BN-25110,Velez-Hill Pharma,Room Temp
MED-4917,Zyrnol,Cardiology,55.2,230,22-10-2026,BN-93369,Garcia-Evans Pharma,Room Temp
MED-4918,Cetivin,Analgesic,120.98,75,18-08-2028,BN-21513,Lang Ltd Pharma,Room Temp
MED-4919,Pannol,Dermatology,23.84,436,29-01-2028,BN-62262,Morales Inc Pharma,Refrigerated
MED-4920,Althonol,Analgesic,134.74,264,26-03-2027,BN-87499,"Smith, Garcia and Brooks Pharma",Cool/Dry
MED-4921,Metfen,Dermatology,110.75,437,27-08-2027,BN-24019,"Levine, Young and Gregory Pharma",Refrigerated
MED-4922,Metzole,Cardiology,83.06,223,13-12-2028,BN-25486,"Ortega, Ray and Snyder Pharma",Refrigerated
MED-4923,Althonol,Antibiotic,46.67,24,07-03-2028,BN-24196,Martinez and Sons Pharma,Cool/Dry
MED-4924,Metnol,Dermatology,131.4,479,15-11-2027,BN-63172,"Phillips, Stone and Davidson Pharma",Cool/Dry
MED-4925,Dolodex,Cardiology,91.2,466,16-08-2027,BN-85474,Burke Group Pharma,Room Temp
MED-4926,Dolomab,Antibiotic,29.69,398,24-09-2026,BN-77645,"Liu, Campbell and Campbell Pharma",Cool/Dry
MED-4927,Zyrfen,Antibiotic,144.98,443,01-09-2027,BN-75149,"Frye, Steele and Davis Pharma",Room Temp
MED-4928,Dolomab,Dermatology,41.07,294,24-05-2027,BN-24933,Harrington Ltd Pharma,Cool/Dry
MED-4929,Metline,Dermatology,22.2,499,09-11-2028,BN-19013,Garcia Group Pharma,Cool/Dry
MED-4930,Ibunol,Antiviral,35.07,292,05-04-2027,BN-59243,Lamb and Sons Pharma,Cool/Dry
MED-4931,Metnol,Antiviral,45.52,342,05-05-2027,BN-11738,"Zhang, Hall and Mckenzie Pharma",Refrigerated
MED-4932,Zyrnol,Antibiotic,88.77,157,18-04-2027,BN-62018,Myers-Thompson Pharma,Room Temp
MED-4933,Dolozen,Dermatology,82.17,17,21-06-2028,BN-46180,"West, Gonzalez and Sanchez Pharma",Room Temp
MED-4934,Glycovin,Cardiology,30.72,166,14-12-2027,BN-26290,Wise Inc Pharma,Room Temp
MED-4935,Dolopril,Cardiology,31.56,374,27-10-2028,BN-99114,"Dickerson, Woods and Edwards Pharma",Refrigerated
MED-4936,Metdex,Antiviral,96.18,193,26-10-2027,BN-32302,"Duke, Fletcher and Wright Pharma",Cool/Dry
MED-4937,Glyconol,Cardiology,122.45,138,20-02-2028,BN-14416,Weber-Duffy Pharma,Cool/Dry
MED-4938,Glycomab,Dermatology,122.61,246,13-11-2027,BN-75334,Mayer PLC Pharma,Refrigerated
MED-4939,Zyrline,Antiviral,117.02,488,29-04-2028,BN-52228,Smith and Sons Pharma,Room Temp
MED-4940,Lipofen,Analgesic,69.14,479,12-03-2028,BN-74508,Brown Group Pharma,Refrigerated
MED-4941,Zyrmab,Cardiology,28.48,398,20-06-2028,BN-35307,"Fisher, Johnson and Nguyen Pharma",Refrigerated
MED-4942,Zyrtin,Dermatology,38.55,381,04-09-2027,BN-83438,Jones-Henderson Pharma,Cool/Dry
MED-4943,Althovin,Analgesic,75.11,331,01-12-2026,BN-42173,Anderson Inc Pharma,Room Temp
MED-4944,Zyrfen,Dermatology,48.21,86,02-03-2027,BN-85798,Welch Inc Pharma,Refrigerated
MED-4945,Exertin,Antiviral,116.1,69,03-11-2027,BN-55228,Montes-Taylor Pharma,Refrigerated
MED-4946,Ibuzen,Dermatology,145.79,100,03-11-2028,BN-36409,"Hoffman, Kidd and Sawyer Pharma",Room Temp
MED-4947,Ibutin,Antiviral,144.08,318,07-07-2028,BN-77172,Jones LLC Pharma,Cool/Dry
MED-4948,Zyrpril,Analgesic,19.04,474,17-06-2028,BN-93697,"Murray, Dickson and Gibson Pharma",Refrigerated
MED-4949,Lipomab,Antiviral,30.69,333,30-06-2028,BN-68276,Sanders-Parker Pharma,Cool/Dry
MED-4950,Zyrzole,Analgesic,82.64,77,18-02-2027,BN-47502,"Houston, Nelson and Jordan Pharma",Refrigerated
MED-4951,Cetimab,Analgesic,147.43,483,03-06-2027,BN-40988,"Hawkins, Mullen and Bright Pharma",Room Temp
MED-4952,Exerzen,Analgesic,69.26,481,22-10-2027,BN-46581,Collins-Ferguson Pharma,Cool/Dry
MED-4953,Ibunol,Dermatology,119.79,439,14-02-2028,BN-94129,"Ruiz, Martin and Gutierrez Pharma",Room Temp
MED-4954,Ibuvin,Cardiology,14.83,13,15-08-2028,BN-47392,Lucero-Moyer Pharma,Refrigerated
MED-4955,Panvin,Analgesic,104.59,152,17-11-2027,BN-73482,Smith Ltd Pharma,Refrigerated
MED-4956,Ibuzole,Antibiotic,47.47,120,30-09-2027,BN-10507,Rios-Hanson Pharma,Refrigerated
MED-4957,Ibufen,Cardiology,19.26,52,19-09-2027,BN-99942,Reed Group Pharma,Refrigerated
MED-4958,Zyrzen,Antiviral,71.13,464,24-03-2027,BN-72158,Guerra Group Pharma,Cool/Dry
MED-4959,Metvin,Dermatology,82.93,402,30-09-2027,BN-41002,Aguirre-Garner Pharma,Refrigerated
MED-4960,Panvin,Dermatology,149.36,480,28-10-2026,BN-19355,Franco Inc Pharma,Room Temp
MED-4961,Lipofen,Analgesic,34.97,86,26-09-2028,BN-46917,"Green, Perez and Brooks Pharma",Refrigerated
MED-4962,Dolofen,Dermatology,131.64,167,04-01-2028,BN-12794,"Cameron, Holmes and Ramirez Pharma",Room Temp
MED-4963,Glycozen,Antiviral,69.24,64,11-03-2027,BN-23509,Howe-Sherman Pharma,Cool/Dry
MED-4964,Zyrvin,Antiviral,111.02,310,04-10-2027,BN-19150,Anderson LLC Pharma,Room Temp
MED-4965,Cetivin,Antiviral,147.94,417,07-08-2028,BN-15959,Carter Inc Pharma,Cool/Dry
MED-4966,Glycozen,Dermatology,136.76,272,11-07-2027,BN-30947,Bowers LLC Pharma,Refrigerated
MED-4967,Lipodex,Analgesic,19.61,39,30-08-2028,BN-88534,Ramirez and Sons Pharma,Cool/Dry
MED-4968,Mettin,Antiviral,97.93,374,12-06-2027,BN-50006,"Evans, Schultz and Morales Pharma",Room Temp
MED-4969,Mettin,Cardiology,139.38,420,02-03-2027,BN-16329,Smith-Smith Pharma,Room Temp
MED-4970,Liponol,Antiviral,65.62,124,03-01-2029,BN-14322,Dunn and Sons Pharma,Refrigerated
MED-4971,Panfen,Analgesic,33.32,176,28-01-2027,BN-10035,"Mccoy, Phelps and Lloyd Pharma",Room Temp
MED-4972,Glycofen,Analgesic,59.12,244,03-03-2028,BN-28959,"Mcfarland, Young and Joseph Pharma",Cool/Dry
MED-4973,Altholine,Antibiotic,96.35,450,24-02-2029,BN-43452,Foster-Hall Pharma,Refrigerated
MED-4974,Althonol,Cardiology,102.81,354,18-07-2028,BN-25857,Cochran LLC Pharma,Room Temp
MED-4975,Cetifen,Antibiotic,45.31,178,01-04-2028,BN-39170,White Inc Pharma,Refrigerated
MED-4976,Dolozen,Dermatology,99.88,151,11-08-2028,BN-74477,Fox PLC Pharma,Room Temp
MED-4977,Ibupril,Dermatology,9.09,383,02-06-2027,BN-71476,"Gonzalez, Gould and Gutierrez Pharma",Cool/Dry
MED-4978,Glycozole,Antiviral,43.67,217,05-10-2026,BN-66078,Valencia LLC Pharma,Refrigerated
MED-4979,Zyrline,Dermatology,140.36,159,10-07-2028,BN-49349,Price PLC Pharma,Room Temp
MED-4980,Zyrzen,Antibiotic,95.74,290,07-07-2028,BN-25378,Miller-Sanders Pharma,Refrigerated
MED-4981,Exertin,Cardiology,115.52,359,09-05-2028,BN-78723,"Aguilar, Mullins and Patel Pharma",Room Temp
MED-4982,Exerzen,Antiviral,80.87,214,25-11-2028,BN-60690,Berg-Myers Pharma,Cool/Dry
MED-4983,Glycomab,Cardiology,64.9,167,12-05-2028,BN-72937,Shaffer Ltd Pharma,Refrigerated
MED-4984,Ibuline,Analgesic,80.26,133,06-09-2028,BN-90392,Herman Ltd Pharma,Refrigerated
MED-4985,Lipotin,Dermatology,87.13,495,08-03-2028,BN-51429,Vang PLC Pharma,Cool/Dry
MED-4986,Glycopril,Dermatology,125.97,197,08-02-2028,BN-16156,West-West Pharma,Room Temp
MED-4987,Zyrtin,Analgesic,137.2,106,09-12-2026,BN-63483,"Evans, Hansen and Pennington Pharma",Cool/Dry
MED-4988,Althodex,Antibiotic,113.37,380,04-10-2028,BN-75031,Jenkins-Thomas Pharma,Room Temp
MED-4989,Liponol,Cardiology,96.46,272,04-02-2029,BN-19315,Daniel and Sons Pharma,Room Temp
MED-4990,Dolofen,Antiviral,67.91,473,20-01-2027,BN-51543,Griffin-Cruz Pharma,Refrigerated
MED-4991,Althotin,Cardiology,122.93,345,19-05-2027,BN-91971,Young-White Pharma,Room Temp
MED-4992,Zyrtin,Dermatology,46.51,368,18-08-2027,BN-91766,Trevino-Simpson Pharma,Refrigerated
MED-4993,Altholine,Dermatology,141.37,149,17-12-2028,BN-51862,"Austin, Jackson and Long Pharma",Room Temp
MED-4994,Dolomab,Antiviral,68.54,255,22-02-2027,BN-32776,Roman PLC Pharma,Refrigerated
MED-4995,Cetitin,Antiviral,81.56,382,01-12-2028,BN-90230,"Gonzales, Rodriguez and Brewer Pharma",Cool/Dry
MED-4996,Althovin,Cardiology,29.37,287,23-01-2027,BN-37019,Smith-Schneider Pharma,Refrigerated
MED-4997,Dolofen,Analgesic,127.91,100,27-09-2026,BN-52973,"Lewis, Vincent and Robbins Pharma",Refrigerated
MED-4998,Ibupril,Antiviral,83.89,349,16-01-2028,BN-46125,Freeman-Reid Pharma,Room Temp
MED-4999,Lipopril,Analgesic,11.61,104,01-03-2028,BN-13656,"Kelley, Walsh and Carter Pharma",Room Temp
MED-5000,Lipomab,Antiviral,57.89,239,16-04-2027,BN-61099,"Smith, Kidd and Smith Pharma",Cool/Dry
MED-5001,Liponol,Analgesic,33.25,113,18-11-2028,BN-96174,Johnston-Ray Pharma,Refrigerated
MED-5002,Lipofen,Analgesic,126.21,24,09-03-2028,BN-20747,"Harmon, Smith and Turner Pharma",Cool/Dry
MED-5003,Lipozen,Dermatology,132,293,20-02-2029,BN-78820,Morales LLC Pharma,Refrigerated
MED-5004,Althozen,Antiviral,13.86,152,09-05-2027,BN-15795,Mullins-Wheeler Pharma,Refrigerated
MED-5005,Glycopril,Dermatology,11.05,492,15-05-2028,BN-55213,Kennedy and Sons Pharma,Room Temp
MED-5006,Glycozen,Analgesic,6.39,129,02-04-2028,BN-23479,Smith-Chapman Pharma,Room Temp
MED-5007,Cetizen,Antibiotic,87.46,57,06-04-2028,BN-86827,Marshall and Sons Pharma,Room Temp
MED-5008,Mettin,Dermatology,24.37,385,14-05-2028,BN-30887,Clark-Dunlap Pharma,Cool/Dry
MED-5009,Glycozen,Analgesic,121.38,465,10-09-2027,BN-23266,Nguyen PLC Pharma,Cool/Dry
MED-5010,Zyrline,Analgesic,58.34,385,18-06-2027,BN-66253,"Merritt, Kim and Stevens Pharma",Refrigerated
MED-5011,Lipozole,Antiviral,106.81,397,19-07-2027,BN-83293,Mendoza and Sons Pharma,Room Temp
MED-5012,Zyrnol,Analgesic,66.05,448,03-03-2029,BN-65891,Stone-Taylor Pharma,Refrigerated
MED-5013,Althodex,Analgesic,60.46,367,29-09-2028,BN-68875,"Page, Davis and Rhodes Pharma",Refrigerated
MED-5014,Lipozole,Dermatology,127.19,170,15-01-2029,BN-91142,Miller-Garrett Pharma,Cool/Dry
MED-5015,Pandex,Dermatology,130.75,301,19-07-2027,BN-80279,"Wagner, Thornton and Brown Pharma",Room Temp
MED-5016,Lipovin,Antibiotic,76.94,452,30-11-2026,BN-24695,Irwin-Johnson Pharma,Room Temp
MED-5017,Panmab,Antibiotic,122.6,332,07-02-2028,BN-67240,"Hicks, Walsh and Cole Pharma",Room Temp
MED-5018,Lipopril,Antibiotic,105.34,3,22-10-2028,BN-61676,Young-Thompson Pharma,Refrigerated
MED-5019,Zyrnol,Cardiology,90.27,321,08-04-2027,BN-43736,"Howell, Sweeney and Carpenter Pharma",Cool/Dry
MED-5020,Cetimab,Dermatology,28.66,36,22-06-2027,BN-92612,"Cohen, Baker and Maldonado Pharma",Refrigerated
MED-5021,Lipofen,Antiviral,107.78,427,04-03-2027,BN-70447,"Green, Gardner and Powell Pharma",Refrigerated
MED-5022,Pandex,Cardiology,10.92,330,22-03-2028,BN-87566,"Scott, Lopez and Torres Pharma",Cool/Dry
MED-5023,Cetivin,Antibiotic,142.7,183,14-01-2029,BN-30578,"Mills, Singleton and Smith Pharma",Refrigerated
MED-5024,Dolofen,Antiviral,55.5,23,11-10-2028,BN-89331,Graham Group Pharma,Room Temp
MED-5025,Glycodex,Antibiotic,20.74,208,17-03-2028,BN-46475,Rogers-Romero Pharma,Cool/Dry
MED-5026,Panpril,Antibiotic,16.04,403,23-08-2028,BN-13999,Green-Allen Pharma,Refrigerated
MED-5027,Altholine,Antibiotic,11.04,436,15-06-2028,BN-67284,Murphy Inc Pharma,Room Temp
MED-5028,Ibupril,Antiviral,32.05,293,09-01-2027,BN-13060,Morrison-Juarez Pharma,Cool/Dry
MED-5029,Glycotin,Cardiology,9.21,129,10-01-2029,BN-82340,"Cisneros, Thomas and Johnson Pharma",Room Temp
MED-5030,Cetivin,Dermatology,59.26,430,21-04-2028,BN-98793,Cobb-Lynch Pharma,Cool/Dry
MED-5031,Metfen,Antibiotic,63.43,297,24-11-2026,BN-65820,"Taylor, Mason and Simmons Pharma",Room Temp
MED-5032,Pandex,Cardiology,143.63,86,09-11-2026,BN-33897,Castro Group Pharma,Room Temp
MED-5033,Althotin,Cardiology,75.33,228,06-02-2028,BN-17610,"Durham, Marks and Martin Pharma",Cool/Dry
MED-5034,Lipopril,Cardiology,47.95,471,20-08-2027,BN-59752,Henderson-West Pharma,Room Temp
MED-5035,Cetizole,Dermatology,65.13,213,12-12-2026,BN-72970,"Graham, Hahn and Norris Pharma",Cool/Dry
MED-5036,Althozen,Analgesic,33.54,239,29-08-2027,BN-99584,Baker-Young Pharma,Refrigerated
MED-5037,Exernol,Analgesic,25.1,283,27-07-2027,BN-79688,"Nichols, Burns and Ward Pharma",Refrigerated
MED-5038,Exervin,Antiviral,77.01,200,24-12-2027,BN-45788,Hudson-Estrada Pharma,Room Temp
MED-5039,Cetizen,Antibiotic,29.86,128,27-09-2027,BN-78464,"Jackson, Taylor and Shepherd Pharma",Cool/Dry
MED-5040,Panfen,Antibiotic,110.68,358,25-11-2027,BN-88685,"Dunlap, Kidd and Spencer Pharma",Cool/Dry
MED-5041,Cetifen,Dermatology,78.21,301,11-06-2027,BN-67459,Jones LLC Pharma,Cool/Dry
MED-5042,Althofen,Analgesic,28.06,152,06-01-2029,BN-22946,"Watson, Rodriguez and Wiggins Pharma",Refrigerated
MED-5043,Lipozole,Antibiotic,136.37,219,30-12-2026,BN-70028,Merritt PLC Pharma,Room Temp
MED-5044,Dolofen,Antiviral,73.75,481,20-12-2027,BN-78689,Bell LLC Pharma,Cool/Dry
MED-5045,Exernol,Antiviral,14.16,492,28-07-2027,BN-86427,Mcgee Group Pharma,Refrigerated
MED-5046,Cetifen,Cardiology,93.16,107,21-01-2029,BN-34086,Reyes-Ramos Pharma,Cool/Dry
MED-5047,Ibuline,Dermatology,12.94,175,24-04-2027,BN-36259,Miller Ltd Pharma,Refrigerated
MED-5048,Panpril,Cardiology,144.8,119,14-09-2028,BN-55046,Wallace Group Pharma,Cool/Dry
MED-5049,Glycovin,Cardiology,81.19,38,13-11-2027,BN-27621,"Green, Smith and Hill Pharma",Refrigerated
MED-5050,Metdex,Cardiology,112.49,198,13-01-2027,BN-87491,"Brown, Mendez and Ramirez Pharma",Cool/Dry
MED-5051,Dolofen,Analgesic,113.36,73,25-09-2026,BN-29133,Dyer-Robbins Pharma,Refrigerated
MED-5052,Metmab,Cardiology,145.23,22,18-09-2027,BN-10737,"Hancock, Rangel and Ortiz Pharma",Room Temp
MED-5053,Dolonol,Analgesic,84.93,122,13-08-2028,BN-22496,Henderson LLC Pharma,Cool/Dry
MED-5054,Glyconol,Analgesic,29.19,387,11-09-2026,BN-35862,Farmer-Hampton Pharma,Refrigerated
MED-5055,Ibutin,Analgesic,27,480,16-06-2027,BN-32780,"Castro, Love and Castillo Pharma",Refrigerated
MED-5056,Metmab,Cardiology,41.42,431,20-03-2027,BN-38729,Thomas-Kane Pharma,Room Temp
MED-5057,Pantin,Analgesic,63.18,338,13-05-2027,BN-71835,"Jackson, Miller and Chang Pharma",Cool/Dry
MED-5058,Cetifen,Antibiotic,48.72,78,02-01-2027,BN-42069,Morris LLC Pharma,Room Temp
MED-5059,Glycozen,Analgesic,34.79,314,05-01-2027,BN-21744,Olson-Gardner Pharma,Refrigerated
MED-5060,Cetizole,Antiviral,32.6,174,04-05-2027,BN-29012,"Keith, Hall and Holt Pharma",Room Temp
MED-5061,Ibutin,Antiviral,21.55,130,26-12-2026,BN-94823,"Gonzalez, Schmidt and Perez Pharma",Cool/Dry
MED-5062,Cetizole,Cardiology,107.73,95,13-10-2027,BN-22986,Morrison-Potter Pharma,Room Temp
